Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
46,1,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,1081,1,Male,34,2,1,Research Scientist,2,Married,1968.8,10332,9,Y,Yes,12,3,3,80,3,18,2,3,8,0,2,7
38,1,Travel_Rarely,465,Research & Development,2,2,Life Sciences,1,328,1,Female,39,2,1,Laboratory Technician,1,Married,2165.6,21509,7,Y,No,20,4,1,80,0,13,3,3,7,7,1,7
29,1,Travel_Rarely,693,Sales,3,2,Life Sciences,1,720,1,Female,65,2,2,Sales Executive,2,Single,3661.6,24785,9,Y,No,14,3,1,80,0,4,3,2,0,2,2,0
27,1,Travel_Rarely,617,Research & Development,3,1,Life Sciences,1,926,1,Female,34,2,2,Manufacturing Director,2,Married,3336.8,10022,0,Y,Yes,19,3,1,80,1,4,3,3,1,2,0,2
33,1,Non-Travel,1366,Research & Development,24,2,Technical Degree,1,1082,1,Male,72,1,3,Healthcare Representative,1,Single,6977.6,12355,1,Y,No,12,3,1,80,0,10,2,1,8,7,1,9
36,1,Travel_Rarely,1360,Research & Development,12,3,Technical Degree,1,58,1,Female,49,2,5,Research Director,2,Married,15636.0,16280,1,Y,No,12,3,4,80,0,23,0,2,20,15,15,8
34,1,Travel_Frequently,459,Research & Development,24,2,Life Sciences,1,1868,3,Male,73,1,1,Research Scientist,3,Single,1951.2,14753,1,Y,Yes,24,4,2,80,0,1,3,1,0,0,1,0
36,1,Travel_Frequently,561,Research & Development,3,3,Life Sciences,1,1537,3,Female,33,2,1,Research Scientist,2,Single,3267.2000000000003,4156,1,Y,No,12,3,1,80,0,7,2,1,5,2,7,7
36,1,Travel_Rarely,359,Human Resources,18,5,Human Resources,1,1842,3,Male,89,3,1,Human Resources,1,Married,2364.8,21495,0,Y,No,17,3,3,80,0,2,4,2,0,0,0,0
33,1,Travel_Frequently,1496,Sales,1,3,Technical Degree,1,1486,1,Male,92,2,1,Sales Representative,2,Married,2327.2000000000003,15747,3,Y,No,15,3,4,80,1,5,3,3,1,2,1,2
30,1,Travel_Frequently,599,Sales,24,1,Life Sciences,1,1273,2,Male,73,1,1,Sales Representative,3,Single,894.4000000000001,8040,1,Y,Yes,14,3,4,80,0,1,4,2,0,0,1,0
47,1,Travel_Rarely,1030,Sales,5,3,Life Sciences,1,1319,1,Male,64,2,3,Sales Executive,1,Single,6756.8,21534,9,Y,Yes,19,3,3,80,0,10,2,1,6,7,7,7
35,1,Travel_Rarely,945,Sales,9,3,Medical,1,1876,1,Male,89,2,1,Sales Representative,3,Single,864.8000000000001,16019,1,Y,No,13,3,3,80,0,1,3,1,0,0,0,0
36,1,Travel_Frequently,307,Research & Development,29,2,Medical,1,355,2,Male,71,1,1,Laboratory Technician,1,Single,2783.2000000000003,11652,0,Y,No,11,3,2,80,0,6,2,3,3,4,1,4
34,1,Travel_Rarely,341,Sales,1,3,Medical,1,896,1,Female,48,1,1,Sales Representative,2,Divorced,2240.0,23522,6,Y,Yes,19,3,3,80,3,5,3,2,1,2,0,2
44,1,Travel_Rarely,895,Sales,5,3,Technical Degree,1,42,3,Male,56,2,2,Sales Representative,3,Married,1668.8000000000002,3335,3,Y,No,14,3,3,80,1,19,6,3,0,0,0,0
33,1,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,1,1175,2,Female,79,2,1,Laboratory Technician,3,Married,2012.0,22955,1,Y,Yes,11,3,4,80,0,1,4,1,0,1,0,0
28,1,Travel_Rarely,1243,Research & Development,6,3,Life Sciences,1,811,2,Male,63,3,1,Laboratory Technician,1,Married,1280.8000000000002,3445,1,Y,Yes,21,4,3,80,2,1,2,2,0,0,0,0
53,1,Travel_Rarely,289,Research & Development,2,3,Technical Degree,1,977,3,Male,51,2,1,Research Scientist,2,Single,1983.2,26227,4,Y,No,24,4,1,80,0,7,4,2,0,0,0,0
35,1,Travel_Frequently,464,Research & Development,4,3,Technical Degree,1,514,2,Male,40,2,1,Research Scientist,3,Single,1828.0,3427,9,Y,Yes,23,4,3,80,0,3,4,2,0,0,0,0
35,1,Non-Travel,1479,Sales,24,3,Life Sciences,1,986,1,Female,100,3,4,Sales Executive,1,Single,10555.2,17071,4,Y,Yes,16,3,4,80,0,22,2,1,0,0,0,0
42,1,Travel_Rarely,1373,Research & Development,2,2,Other,1,4,3,Male,92,1,1,Laboratory Technician,2,Single,1672.0,2396,6,Y,Yes,15,3,2,80,0,7,3,2,0,0,0,0
33,1,Non-Travel,1366,Research & Development,24,2,Technical Degree,1,1082,1,Male,72,1,3,Healthcare Representative,1,Single,6977.6,12355,1,Y,No,12,3,1,80,0,10,2,1,8,7,1,9
23,1,Travel_Rarely,230,Research & Development,3,3,Life Sciences,1,405,2,Male,54,2,1,Laboratory Technician,2,Single,1136.0,25233,1,Y,No,13,3,3,80,0,0,2,2,0,0,0,0
38,1,Travel_Rarely,603,Sales,9,4,Marketing,1,1157,1,Female,77,2,2,Sales Executive,1,Single,6579.200000000001,18385,0,Y,Yes,17,3,1,80,0,6,3,2,3,2,0,3
43,1,Travel_Frequently,708,Sales,7,2,Medical,1,1691,3,Female,95,2,1,Sales Representative,2,Married,2124.0,11740,2,Y,Yes,11,3,3,80,2,19,3,2,7,7,7,7
34,1,Travel_Rarely,896,Research & Development,18,1,Medical,1,315,2,Male,86,1,1,Research Scientist,3,Single,1911.2,14961,1,Y,Yes,13,3,3,80,0,4,3,1,2,3,0,1
36,1,Travel_Frequently,1060,Sales,1,3,Life Sciences,1,1331,3,Female,54,2,1,Sales Representative,1,Single,1841.6,8319,1,Y,Yes,11,3,1,80,0,3,2,3,1,2,2,2
45,1,Travel_Rarely,869,Sales,3,2,Marketing,1,47,1,Male,86,1,1,Sales Representative,2,Married,2146.4,3810,1,Y,Yes,14,3,3,80,0,3,2,2,1,2,0,2
28,1,Travel_Frequently,638,Sales,9,3,Marketing,1,2023,3,Male,33,2,1,Sales Representative,1,Married,1432.0,26956,1,Y,No,19,3,1,80,1,1,3,1,0,0,1,0
34,1,Travel_Rarely,341,Sales,1,3,Medical,1,896,1,Female,48,1,1,Sales Representative,2,Divorced,2240.0,23522,6,Y,Yes,19,3,3,80,3,5,3,2,1,2,0,2
27,1,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,1,1203,2,Male,48,1,1,Research Scientist,3,Married,2282.4,4223,0,Y,Yes,11,3,2,80,1,1,5,2,0,0,0,0
23,1,Travel_Rarely,230,Research & Development,3,3,Life Sciences,1,405,2,Male,54,2,1,Laboratory Technician,2,Single,1136.0,25233,1,Y,No,13,3,3,80,0,0,2,2,0,0,0,0
38,1,Travel_Frequently,807,Research & Development,17,3,Technical Degree,1,1767,2,Male,38,1,1,Research Scientist,2,Married,1949.6,15587,9,Y,Yes,16,3,4,80,1,6,4,2,0,0,0,0
40,1,Travel_Rarely,1204,Sales,4,3,Technical Degree,1,1100,3,Male,86,2,3,Sales Executive,1,Single,7665.6,10333,0,Y,Yes,22,4,1,80,0,9,2,2,6,7,4,7
36,1,Non-Travel,906,Research & Development,5,2,Life Sciences,1,1210,1,Male,95,1,1,Research Scientist,1,Divorced,1685.6,20293,6,Y,No,17,3,1,80,1,5,2,1,0,0,0,0
40,1,Travel_Rarely,1449,Sales,2,3,Marketing,1,1277,1,Female,94,1,5,Manager,1,Single,15059.2,2493,2,Y,Yes,16,3,1,80,0,26,2,2,22,10,1,11
38,1,Travel_Rarely,350,Sales,5,3,Marketing,1,485,3,Female,34,2,1,Sales Representative,2,Single,2280.8,9150,1,Y,Yes,13,3,2,80,0,1,2,2,0,0,0,0
42,1,Travel_Rarely,1141,Research & Development,11,2,Medical,1,1033,1,Female,61,1,2,Healthcare Representative,1,Married,3821.6,14382,5,Y,No,15,3,1,80,0,15,2,1,0,0,0,0
39,1,Travel_Rarely,935,Research & Development,3,3,Life Sciences,1,1333,1,Male,89,2,1,Laboratory Technician,1,Married,1889.6,14669,4,Y,No,12,3,3,80,0,10,4,3,1,2,1,2
40,1,Travel_Rarely,1449,Sales,2,3,Marketing,1,1277,1,Female,94,1,5,Manager,1,Single,15059.2,2493,2,Y,Yes,16,3,1,80,0,26,2,2,22,10,1,11
35,1,Travel_Rarely,138,Research & Development,22,3,Life Sciences,1,1004,1,Female,48,2,1,Research Scientist,2,Married,1705.6,11539,4,Y,Yes,11,3,2,80,0,7,2,2,3,2,0,1
29,1,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,1,647,1,Female,55,2,1,Laboratory Technician,2,Married,2308.8,14168,1,Y,Yes,16,3,4,80,1,6,4,2,4,3,1,2
35,1,Non-Travel,1479,Sales,24,3,Life Sciences,1,986,1,Female,100,3,4,Sales Executive,1,Single,10555.2,17071,4,Y,Yes,16,3,4,80,0,22,2,1,0,0,0,0
29,1,Travel_Rarely,240,Human Resources,22,1,Human Resources,1,1714,3,Male,58,1,1,Human Resources,2,Married,1244.0,11585,1,Y,No,11,3,3,80,1,1,2,2,0,0,0,0
36,1,Travel_Frequently,703,Sales,2,3,Life Sciences,1,1379,2,Female,90,1,1,Sales Representative,3,Single,2228.0,11882,7,Y,No,14,3,3,80,0,3,3,3,0,0,0,0
36,1,Travel_Rarely,330,Research & Development,22,4,Medical,1,1389,3,Male,98,2,2,Manufacturing Director,2,Married,4943.200000000001,21057,1,Y,Yes,15,3,4,80,2,10,3,1,8,2,6,7
27,1,Travel_Rarely,617,Research & Development,3,1,Life Sciences,1,926,1,Female,34,2,2,Manufacturing Director,2,Married,3336.8,10022,0,Y,Yes,19,3,1,80,1,4,3,3,1,2,0,2
33,1,Travel_Rarely,654,Research & Development,1,2,Life Sciences,1,741,1,Female,67,1,1,Research Scientist,1,Single,1772.8000000000002,3872,7,Y,Yes,13,3,4,80,0,10,4,2,5,7,3,7
33,1,Travel_Rarely,1475,Sales,13,2,Marketing,1,1933,3,Female,84,2,2,Sales Executive,2,Single,7883.200000000001,23352,3,Y,Yes,11,3,4,80,0,6,0,2,0,0,2,2
53,1,Travel_Rarely,289,Research & Development,2,3,Technical Degree,1,977,3,Male,51,2,1,Research Scientist,2,Single,1983.2,26227,4,Y,No,24,4,1,80,0,7,4,2,0,0,0,0
36,1,Travel_Rarely,359,Human Resources,18,5,Human Resources,1,1842,3,Male,89,3,1,Human Resources,1,Married,2364.8,21495,0,Y,No,17,3,3,80,0,2,4,2,0,0,0,0
34,1,Travel_Rarely,341,Sales,1,3,Medical,1,896,1,Female,48,1,1,Sales Representative,2,Divorced,2240.0,23522,6,Y,Yes,19,3,3,80,3,5,3,2,1,2,0,2
26,1,Travel_Frequently,251,Research & Development,10,2,Life Sciences,1,1279,1,Female,45,1,1,Laboratory Technician,2,Single,2100.0,25308,1,Y,No,20,4,3,80,0,2,2,1,0,2,2,2
53,1,Travel_Rarely,286,Research & Development,2,4,Life Sciences,1,825,3,Male,31,2,5,Research Director,1,Single,15396.8,25761,7,Y,Yes,12,3,4,80,0,40,2,2,29,15,13,8
39,1,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,1,1200,2,Male,96,2,1,Research Scientist,2,Single,2348.8,10826,1,Y,Yes,11,3,3,80,0,6,4,2,4,4,0,2
46,1,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,1081,1,Male,34,2,1,Research Scientist,2,Married,1968.8,10332,9,Y,Yes,12,3,3,80,3,18,2,3,8,0,2,7
41,1,Travel_Rarely,530,Sales,3,1,Life Sciences,1,967,2,Male,51,1,3,Sales Executive,3,Married,8260.0,5518,1,Y,Yes,11,3,1,80,1,16,6,2,14,7,3,7
29,1,Travel_Rarely,693,Sales,3,2,Life Sciences,1,720,1,Female,65,2,2,Sales Executive,2,Single,3661.6,24785,9,Y,No,14,3,1,80,0,4,3,2,0,2,2,0
35,1,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1649,1,Male,73,2,1,Laboratory Technician,1,Single,1732.8000000000002,3339,3,Y,Yes,14,3,2,80,0,10,3,1,2,2,0,3
38,1,Travel_Rarely,350,Sales,5,3,Marketing,1,485,3,Female,34,2,1,Sales Representative,2,Single,2280.8,9150,1,Y,Yes,13,3,2,80,0,1,2,2,0,0,0,0
50,1,Travel_Rarely,267,Sales,13,4,Marketing,1,1372,1,Male,85,3,4,Sales Executive,2,Single,10956.0,9277,6,Y,Yes,17,3,3,80,0,24,2,1,17,7,3,8
38,1,Travel_Frequently,807,Research & Development,17,3,Technical Degree,1,1767,2,Male,38,1,1,Research Scientist,2,Married,1949.6,15587,9,Y,Yes,16,3,4,80,1,6,4,2,0,0,0,0
43,1,Travel_Rarely,903,Research & Development,2,3,Medical,1,1573,2,Male,81,2,2,Manufacturing Director,1,Married,3884.0,7653,4,Y,No,11,3,1,80,2,7,2,2,3,2,1,4
34,1,Travel_Frequently,337,Research & Development,14,1,Other,1,1421,2,Female,84,2,3,Healthcare Representative,3,Single,6042.400000000001,22930,0,Y,Yes,12,3,1,80,0,9,1,2,6,7,7,7
37,1,Travel_Frequently,238,Research & Development,5,2,Life Sciences,1,1939,1,Female,47,3,1,Research Scientist,2,Single,1945.6,15318,3,Y,Yes,14,3,1,80,0,8,2,2,2,1,0,3
39,1,Travel_Rarely,935,Research & Development,3,3,Life Sciences,1,1333,1,Male,89,2,1,Laboratory Technician,1,Married,1889.6,14669,4,Y,No,12,3,3,80,0,10,4,3,1,2,1,2
36,1,Travel_Frequently,534,Research & Development,20,3,Life Sciences,1,587,1,Male,66,2,3,Healthcare Representative,2,Married,7859.200000000001,22908,3,Y,No,12,3,1,80,0,12,2,2,0,0,0,0
37,1,Travel_Rarely,1045,Sales,4,4,Medical,1,291,3,Male,32,1,3,Sales Executive,3,Married,8320.0,25812,1,Y,No,11,3,3,80,0,14,2,1,12,8,9,8
34,1,Travel_Rarely,408,Sales,23,1,Life Sciences,1,1165,3,Female,45,1,3,Sales Executive,1,Married,5868.8,11162,1,Y,No,13,3,1,80,1,11,3,1,9,8,3,10
36,1,Travel_Rarely,249,Sales,6,4,Life Sciences,1,163,1,Male,76,1,2,Sales Executive,2,Married,4937.6,20739,4,Y,Yes,18,3,2,80,0,12,3,1,5,7,7,7
23,1,Travel_Rarely,230,Research & Development,3,3,Life Sciences,1,405,2,Male,54,2,1,Laboratory Technician,2,Single,1136.0,25233,1,Y,No,13,3,3,80,0,0,2,2,0,0,0,0
36,1,Non-Travel,906,Research & Development,5,2,Life Sciences,1,1210,1,Male,95,1,1,Research Scientist,1,Divorced,1685.6,20293,6,Y,No,17,3,1,80,1,5,2,1,0,0,0,0
46,1,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,1081,1,Male,34,2,1,Research Scientist,2,Married,1968.8,10332,9,Y,Yes,12,3,3,80,3,18,2,3,8,0,2,7
33,1,Travel_Frequently,1009,Research & Development,1,3,Medical,1,1111,1,Male,45,1,1,Laboratory Technician,1,Divorced,2076.8,7160,1,Y,No,15,3,1,80,2,1,2,2,0,0,0,0
38,1,Travel_Rarely,1017,Research & Development,25,3,Medical,1,1108,1,Male,55,1,1,Research Scientist,1,Single,1850.4,2993,4,Y,Yes,20,4,2,80,0,5,0,2,0,2,2,2
40,1,Travel_Frequently,880,Sales,12,4,Other,1,1667,3,Male,36,2,2,Sales Executive,3,Single,3664.8,10414,3,Y,Yes,24,4,1,80,0,13,2,3,9,9,6,7
38,1,Travel_Rarely,1372,Sales,9,3,Marketing,1,1188,1,Female,85,1,2,Sales Executive,2,Single,4276.8,9489,8,Y,No,13,3,2,80,0,7,2,1,2,3,1,3
46,1,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,1081,1,Male,34,2,1,Research Scientist,2,Married,1968.8,10332,9,Y,Yes,12,3,3,80,3,18,2,3,8,0,2,7
37,1,Travel_Rarely,1045,Sales,4,4,Medical,1,291,3,Male,32,1,3,Sales Executive,3,Married,8320.0,25812,1,Y,No,11,3,3,80,0,14,2,1,12,8,9,8
36,1,Travel_Frequently,523,Research & Development,2,3,Life Sciences,1,1464,1,Male,94,2,1,Laboratory Technician,3,Married,2977.6000000000004,21081,6,Y,Yes,13,3,3,80,1,7,2,1,0,2,2,2
35,1,Travel_Frequently,600,Human Resources,8,3,Human Resources,1,1747,2,Female,66,1,1,Human Resources,3,Divorced,1744.0,9732,6,Y,No,11,3,3,80,1,6,0,1,2,2,1,2
40,1,Travel_Rarely,104,Research & Development,2,3,Life Sciences,1,1569,1,Female,69,2,1,Laboratory Technician,1,Divorced,1659.2,26619,1,Y,Yes,12,3,4,80,1,1,2,2,0,0,0,0
34,1,Travel_Rarely,906,Research & Development,10,3,Life Sciences,1,994,3,Female,92,1,1,Research Scientist,1,Single,1923.2,11479,6,Y,Yes,20,4,3,80,0,3,5,2,0,0,0,0
42,1,Travel_Rarely,370,Research & Development,10,4,Medical,1,1809,3,Male,58,2,2,Manufacturing Director,1,Single,3370.4,4992,1,Y,No,15,3,2,80,0,10,4,1,8,3,0,8
35,1,Travel_Frequently,109,Research & Development,5,3,Medical,1,1017,1,Female,60,2,1,Laboratory Technician,1,Single,1937.6,25725,0,Y,No,17,3,1,80,0,4,3,2,1,2,1,2
53,1,Travel_Rarely,147,Research & Development,23,4,Medical,1,165,3,Female,94,2,3,Healthcare Representative,3,Married,8249.6,3465,1,Y,No,12,3,4,80,1,40,3,1,38,10,15,6
35,1,Travel_Rarely,299,Sales,25,4,Marketing,1,1318,3,Male,57,1,3,Sales Executive,1,Single,7275.200000000001,17235,2,Y,Yes,12,3,3,80,0,9,2,2,3,4,1,0
38,1,Travel_Rarely,813,Research & Development,14,3,Medical,1,325,2,Male,58,2,1,Laboratory Technician,3,Married,1948.8,22149,5,Y,Yes,13,3,3,80,1,8,2,1,3,4,0,4
33,1,Travel_Rarely,1404,Research & Development,17,3,Technical Degree,1,1960,2,Male,32,1,1,Laboratory Technician,3,Divorced,1893.6,18779,5,Y,No,12,3,1,80,1,6,2,1,2,1,0,3
25,1,Travel_Rarely,129,Research & Development,4,3,Technical Degree,1,960,1,Male,84,2,1,Laboratory Technician,1,Single,2378.4,13008,1,Y,No,19,3,2,80,0,1,2,2,0,0,0,0
44,1,Travel_Rarely,1162,Sales,3,2,Medical,1,445,3,Female,41,2,2,Sales Executive,2,Married,4190.400000000001,17778,4,Y,Yes,18,3,1,80,0,12,3,1,0,0,0,0
33,1,Travel_Frequently,289,Research & Development,2,2,Medical,1,1504,2,Male,38,1,1,Laboratory Technician,1,Single,2048.8,5355,7,Y,No,11,3,3,80,0,8,2,1,0,0,0,0
29,1,Travel_Rarely,813,Research & Development,1,3,Medical,1,45,1,Male,61,2,1,Research Scientist,3,Married,1834.4,3020,2,Y,Yes,16,3,1,80,1,6,2,1,0,0,2,0
24,1,Travel_Frequently,602,Sales,1,1,Technical Degree,1,235,2,Female,100,1,1,Sales Representative,1,Single,1860.0,20989,0,Y,No,21,4,1,80,0,1,5,3,0,0,0,0
24,1,Travel_Frequently,602,Sales,1,1,Technical Degree,1,235,2,Female,100,1,1,Sales Representative,1,Single,1860.0,20989,0,Y,No,21,4,1,80,0,1,5,3,0,0,0,0
34,1,Travel_Frequently,746,Sales,24,3,Technical Degree,1,1928,2,Male,45,3,1,Sales Representative,1,Single,872.8000000000001,10642,1,Y,No,17,3,4,80,0,1,3,2,0,0,0,0
36,1,Travel_Rarely,249,Sales,6,4,Life Sciences,1,163,1,Male,76,1,2,Sales Executive,2,Married,4937.6,20739,4,Y,Yes,18,3,2,80,0,12,3,1,5,7,7,7
40,1,Travel_Rarely,556,Research & Development,23,2,Life Sciences,1,261,1,Male,50,1,2,Manufacturing Director,2,Married,4732.8,15497,3,Y,Yes,13,3,1,80,0,8,1,2,0,0,0,1
31,1,Travel_Frequently,887,Research & Development,5,2,Medical,1,848,2,Female,88,1,1,Research Scientist,2,Married,1892.8,20898,1,Y,Yes,14,3,1,80,1,8,2,2,6,7,1,7
24,1,Travel_Rarely,303,Research & Development,2,3,Life Sciences,1,243,1,Male,47,1,1,Laboratory Technician,3,Single,881.6,9241,1,Y,No,22,4,3,80,0,1,3,1,0,0,1,0
42,1,Travel_Rarely,625,Sales,1,4,Life Sciences,1,970,1,Male,46,1,3,Sales Executive,2,Married,8487.2,14922,5,Y,No,11,3,3,80,0,17,2,1,12,1,11,7
40,1,Travel_Rarely,737,Sales,10,3,Medical,1,1639,3,Male,55,1,3,Sales Executive,1,Married,8244.800000000001,21530,9,Y,No,17,3,3,80,0,15,3,2,11,12,6,0
51,1,Travel_Rarely,1162,Research & Development,24,2,Life Sciences,1,1907,1,Male,97,2,1,Laboratory Technician,3,Single,2069.6,10261,1,Y,No,16,3,4,80,0,5,3,2,2,2,1,0
43,1,Travel_Frequently,708,Sales,7,2,Medical,1,1691,3,Female,95,2,1,Sales Representative,2,Married,2124.0,11740,2,Y,Yes,11,3,3,80,2,19,3,2,7,7,7,7
30,1,Travel_Rarely,688,Research & Development,3,3,Medical,1,538,1,Male,91,2,1,Laboratory Technician,1,Married,3224.8,9396,5,Y,No,13,3,3,80,1,6,5,2,0,2,0,2
23,1,Travel_Rarely,230,Research & Development,3,3,Life Sciences,1,405,2,Male,54,2,1,Laboratory Technician,2,Single,1136.0,25233,1,Y,No,13,3,3,80,0,0,2,2,0,0,0,0
27,1,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,1,1203,2,Male,48,1,1,Research Scientist,3,Married,2282.4,4223,0,Y,Yes,11,3,2,80,1,1,5,2,0,0,0,0
41,1,Travel_Rarely,1218,Sales,9,4,Life Sciences,1,27,2,Male,82,1,1,Sales Representative,1,Single,2725.6000000000004,6986,7,Y,No,23,4,2,80,0,10,4,2,3,3,0,3
35,1,Travel_Frequently,334,Sales,26,4,Marketing,1,299,2,Female,52,1,2,Sales Executive,1,Single,5356.8,22967,5,Y,No,15,3,3,80,0,9,5,1,4,3,0,1
40,1,Travel_Rarely,737,Sales,10,3,Medical,1,1639,3,Male,55,1,3,Sales Executive,1,Married,8244.800000000001,21530,9,Y,No,17,3,3,80,0,15,3,2,11,12,6,0
47,1,Travel_Rarely,723,Research & Development,8,4,Medical,1,433,2,Male,85,1,2,Research Scientist,1,Married,3952.8,17747,2,Y,No,15,3,1,80,0,11,3,1,6,2,7,7
25,1,Travel_Frequently,871,Research & Development,6,3,Life Sciences,1,137,3,Female,66,1,1,Laboratory Technician,3,Single,2340.8,19783,1,Y,Yes,18,3,2,80,0,1,5,2,0,0,1,0
30,1,Travel_Rarely,383,Sales,9,2,Life Sciences,1,1439,1,Male,68,1,1,Sales Representative,1,Married,3520.0,15182,3,Y,No,12,3,1,80,0,6,2,2,1,2,2,2
34,1,Travel_Frequently,459,Research & Development,24,2,Life Sciences,1,1868,3,Male,73,1,1,Research Scientist,3,Single,1951.2,14753,1,Y,Yes,24,4,2,80,0,1,3,1,0,0,1,0
35,1,Travel_Rarely,299,Sales,25,4,Marketing,1,1318,3,Male,57,1,3,Sales Executive,1,Single,7275.200000000001,17235,2,Y,Yes,12,3,3,80,0,9,2,2,3,4,1,0
41,1,Travel_Rarely,1254,Sales,10,3,Life Sciences,1,1869,2,Female,64,2,3,Sales Executive,1,Married,5851.200000000001,14011,5,Y,No,21,4,3,80,3,14,2,2,6,7,0,7
31,1,Travel_Rarely,1449,Research & Development,16,4,Medical,1,394,1,Male,45,2,1,Laboratory Technician,1,Divorced,1898.4,14180,2,Y,Yes,13,3,4,80,1,5,2,2,1,2,0,2
40,1,Travel_Rarely,622,Research & Development,14,4,Other,1,1010,2,Male,39,1,1,Laboratory Technician,1,Divorced,2994.4,10074,1,Y,Yes,24,4,4,80,1,5,2,1,2,2,0,2
37,1,Travel_Frequently,1125,Research & Development,16,1,Life Sciences,1,33,1,Female,72,1,1,Research Scientist,1,Single,3135.2000000000003,4681,1,Y,Yes,22,4,2,80,0,10,5,2,8,2,6,7
34,1,Travel_Rarely,341,Sales,1,3,Medical,1,896,1,Female,48,1,1,Sales Representative,2,Divorced,2240.0,23522,6,Y,Yes,19,3,3,80,3,5,3,2,1,2,0,2
41,1,Travel_Rarely,660,Research & Development,15,3,Other,1,1052,1,Male,81,2,2,Laboratory Technician,2,Divorced,3867.2,7858,7,Y,No,14,3,2,80,1,9,3,1,0,0,0,0
28,1,Travel_Frequently,638,Sales,9,3,Marketing,1,2023,3,Male,33,2,1,Sales Representative,1,Married,1432.0,26956,1,Y,No,19,3,1,80,1,1,3,1,0,0,1,0
34,1,Travel_Rarely,896,Research & Development,18,1,Medical,1,315,2,Male,86,1,1,Research Scientist,3,Single,1911.2,14961,1,Y,Yes,13,3,3,80,0,4,3,1,2,3,0,1
36,1,Travel_Rarely,542,Sales,20,3,Life Sciences,1,175,1,Female,71,1,2,Sales Executive,2,Married,3647.2,24788,3,Y,Yes,11,3,3,80,1,4,2,2,0,2,2,2
53,1,Travel_Rarely,286,Research & Development,2,4,Life Sciences,1,825,3,Male,31,2,5,Research Director,1,Single,15396.8,25761,7,Y,Yes,12,3,4,80,0,40,2,2,29,15,13,8
31,1,Travel_Rarely,1449,Research & Development,16,4,Medical,1,394,1,Male,45,2,1,Laboratory Technician,1,Divorced,1898.4,14180,2,Y,Yes,13,3,4,80,1,5,2,2,1,2,0,2
29,1,Travel_Frequently,381,Research & Development,9,3,Medical,1,1494,1,Male,89,2,1,Laboratory Technician,1,Single,2537.6000000000004,16998,2,Y,Yes,11,3,3,80,0,4,2,1,0,0,0,0
44,1,Travel_Rarely,1184,Sales,11,3,Marketing,1,840,2,Female,43,2,3,Sales Executive,3,Married,6123.200000000001,5860,1,Y,No,18,3,1,80,2,9,3,3,7,8,7,7
34,1,Travel_Rarely,341,Sales,1,3,Medical,1,896,1,Female,48,1,1,Sales Representative,2,Divorced,2240.0,23522,6,Y,Yes,19,3,3,80,3,5,3,2,1,2,0,2
48,1,Travel_Rarely,607,Research & Development,2,5,Technical Degree,1,1572,2,Female,78,1,3,Manufacturing Director,3,Married,8135.200000000001,14618,0,Y,No,16,3,2,80,1,34,4,2,31,7,1,9
51,1,Travel_Rarely,1162,Research & Development,24,2,Life Sciences,1,1907,1,Male,97,2,1,Laboratory Technician,3,Single,2069.6,10261,1,Y,No,16,3,4,80,0,5,3,2,2,2,1,0
35,1,Travel_Rarely,138,Research & Development,22,3,Life Sciences,1,1004,1,Female,48,2,1,Research Scientist,2,Married,1705.6,11539,4,Y,Yes,11,3,2,80,0,7,2,2,3,2,0,1
23,1,Travel_Frequently,544,Sales,3,2,Medical,1,1624,1,Female,70,2,1,Sales Representative,3,Single,1255.2,18420,1,Y,Yes,12,3,3,80,0,0,2,3,0,0,0,0
39,1,Travel_Frequently,234,Research & Development,9,4,Life Sciences,1,1807,3,Male,93,2,2,Laboratory Technician,1,Married,4276.8,6208,4,Y,No,17,3,3,80,1,11,3,1,5,1,0,7
36,1,Travel_Frequently,1060,Sales,1,3,Life Sciences,1,1331,3,Female,54,2,1,Sales Representative,1,Single,1841.6,8319,1,Y,Yes,11,3,1,80,0,3,2,3,1,2,2,2
31,1,Travel_Rarely,920,Human Resources,20,2,Medical,1,1818,3,Female,69,2,1,Human Resources,1,Married,1718.4,6889,0,Y,Yes,11,3,3,80,0,6,3,2,3,1,1,4
39,1,Travel_Rarely,935,Research & Development,3,3,Life Sciences,1,1333,1,Male,89,2,1,Laboratory Technician,1,Married,1889.6,14669,4,Y,No,12,3,3,80,0,10,4,3,1,2,1,2
